runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
43706.mathieu.vaudoux,Mathieu VAUDOUX,26:31:17,1103,France,FR,,40-44,H
76383.judex.kondoki,Judex KONDOKI,26:31:20,1104,France,FR,,35-39,H
76384.paulo.abeille,Paulo ABEILLE,26:31:20,1105,France,FR,,80+,H
76385.jeanpierre.grondin,Jean-Pierre GRONDIN,26:31:22,1106,France,FR,,20-34,H
76386.claude.lepinay,Claude LEPINAY,26:31:27,1107,France,FR,,45-49,H
23687.ulysse.gigant,Ulysse GIGANT,26:31:31,1108,France,FR,,20-34,H
76387.daniel.geneste,Daniel GENESTE,26:31:31,1109,France,FR,,35-39,H
76388.tim.techer,Tim TECHER,26:31:32,1110,France,FR,,80+,H
76389.florent.gasp,Florent GASP,26:31:34,1111,France,FR,,80+,H
76390.ludovic.sautron,Ludovic SAUTRON,26:31:35,1112,France,FR,,35-39,H
7154.serge.gaudisson,Serge GAUDISSON,26:33:03,1113,France,FR,,45-49,H
76391.jesus.agudocandeas,Jesus AGUDO-CANDEAS,26:33:32,1114,Espagne,ES,,45-49,H
76392.carlos.lopezmartinez,Carlos LOPEZ-MARTINEZ,26:33:32,1115,Espagne,ES,,45-49,H
76393.pau.sustderossello,Pau SUST-DE ROSSELLO,26:33:32,1116,Espagne,ES,,45-49,H
44126.thomas.legrain,Thomas LEGRAIN,26:46:16,1117,France,FR,,35-39,H
75321.michel.ramayet,Michel RAMAYET,26:54:58,1118,France,FR,,60-64,H
72551.francis.drouilly,Francis DROUILLY,26:56:05,1119,France,FR,,45-49,H
46656.alfred.witting,Alfred WITTING,27:20:36,1120,Allemagne,DE,,50-54,H
20384.bernhard.wenger,Bernhard WENGER,27:37:47,1121,Suisse,CH,,60-64,H
44723.jeanfrancois.walser,Jean-Francois WALSER,27:37:47,1122,France,FR,,50-54,H
19949.christian.schnider,Christian SCHNIDER,27:37:47,1123,Suisse,CH,,45-49,H
44340.sara.aliberti,Sara ALIBERTI,27:38:04,1124,Italie,IT,,35-39,F
76394.jeanmarc.ruyer,Jean-Marc RUYER,27:44:40,1125,France,FR,,65-69,H
74303.josehugues.malbec,Jose-Hugues MALBEC,27:44:40,1126,France,FR,,80+,H
76395.jeanlouis.garreau,Jean-Louis GARREAU,27:44:41,1127,France,FR,,60-64,H
